,Stock,Year,Total Returns,Annualized Returns,Max Drawdown,Sharpe Ratio,Win/Loss Ratio,Number of Trades
62,MARUTI.NS,2021,-0.50780322265625,2.2662403059629903,-0.9136018414338812,0.81519498818739,0.1382488479262673,3.0
63,MARUTI.NS,2022,-0.04500732421874998,0.47843310502892894,-0.6609505480803379,0.46448972428354257,0.34972677595628415,3.0
64,MARUTI.NS,2023,1.299619140625,1.1901058188352944,-0.3045186559535966,1.4443342756284816,0.5844155844155844,3.0
65,NTPC.NS,2019,-0.007550529479980472,-0.0077494008390490325,-0.019846006000366123,-0.4586075020568574,0.2736842105263158,2.0
66,NTPC.NS,2020,0.0009504013061523153,0.0009863423231477012,-0.006857470488949802,0.13002042720600307,0.03734439834024896,1.0
67,NTPC.NS,2021,0.018461341857910263,0.018996294263242876,-0.024515214189125722,0.7365811213943051,0.6917808219178082,1.0
68,NTPC.NS,2022,0.03412391662597658,0.034754576010570755,-0.024019660738958337,1.07892207778667,0.7272727272727273,1.0
69,NTPC.NS,2023,0.13576426696777344,0.13242047843763485,-0.013122586819259707,3.1079459315724973,0.8625954198473282,1.0
70,ONGC.NS,2019,-0.020228813171386695,-0.021054175854016092,-0.036829779993231115,-0.9913234813059136,0.2804232804232804,2.0
71,ONGC.NS,2020,-0.0047525558471679386,-0.004772675827752633,-0.007308532714843774,-0.6251153020826073,0.02040816326530612,1.0
72,ONGC.NS,2021,0.028335502624511788,0.02899434072600851,-0.023011399215028816,0.929881939027104,0.7898550724637681,1.0
73,ONGC.NS,2022,-0.010888595581054705,-0.01086155917936788,-0.028843689611674606,-0.43773256791769954,0.1278538812785388,3.0
74,ONGC.NS,2023,0.0565228424072266,0.05722894778028606,-0.013494425951238065,1.9358200037943551,0.6944444444444444,1.0
75,RELIANCE.NS,2019,-0.07534661865234371,-0.05285689780264925,-0.2313414320772521,-0.22007246448931564,0.3672316384180791,3.0
76,RELIANCE.NS,2020,0.41460949707031247,0.39859996420801697,-0.2511809473613352,1.2744519353158947,0.45348837209302323,1.0
77,RELIANCE.NS,2021,0.038503540039062534,0.12693071287066993,-0.30370889667359824,0.301404748129862,0.6577181208053692,3.0
78,RELIANCE.NS,2022,-0.09880590820312496,0.008886111385200545,-0.32479053634619637,0.018581961716081435,0.41954022988505746,5.0
79,RELIANCE.NS,2023,0.30649755859374994,0.3095656401721765,-0.2900333610199144,1.1962855347465964,0.46987951807228917,1.0
80,SBIN.NS,2019,-0.022119323730468765,-0.02136843897906429,-0.09214766767447713,-0.3446181923620909,0.2872340425531915,3.0
81,SBIN.NS,2020,0.030072799682617113,0.030153071844294818,-0.017830663110002254,1.2648443038863686,0.059322033898305086,1.0
82,SBIN.NS,2021,0.08108926391601567,0.0843112898133059,-0.0699050426850254,0.8650357309482624,0.7642857142857142,1.0
83,SBIN.NS,2022,0.10156640624999991,0.10169689322510696,-0.04926709966838361,1.3145566409788692,0.32085561497326204,5.0
84,SBIN.NS,2023,0.05394537353515627,0.05779493143281826,-0.06972961005878842,0.6881362795474835,0.5061728395061729,1.0
85,SUNPHARMA.NS,2019,-0.07677947998046875,-0.08120160421215,-0.09009295507574178,-1.2983801526269996,0.1050228310502283,7.0
86,SUNPHARMA.NS,2020,0.12851547241210937,0.12831676702655265,-0.08713826241817557,1.1327629268732295,0.49700598802395207,1.0
87,SUNPHARMA.NS,2021,0.23750500488281245,0.22734273281958325,-0.08277594420597467,1.6130780472344721,0.7898550724637681,1.0
88,SUNPHARMA.NS,2022,0.04895965576171868,0.060003677710899664,-0.13975583602460462,0.4000353362449574,0.47904191616766467,3.0
89,SUNPHARMA.NS,2023,0.19369146728515618,0.18865248125363757,-0.0653009013498611,1.7597722058349634,0.3707865168539326,3.0
90,TATAMOTORS.NS,2019,-0.05133111572265625,-0.053897880593338346,-0.0802034893858975,-1.2245560222845588,0.12558139534883722,5.0
91,TATAMOTORS.NS,2020,0.04347988891601573,0.04364549516420877,-0.028155521909003722,1.1340210609932846,0.2315270935960591,1.0
92,TATAMOTORS.NS,2021,0.07647488403320302,0.08583828108458456,-0.07580030444575359,0.5837915512163461,0.7034482758620689,3.0
93,TATAMOTORS.NS,2022,-0.062064453124999974,-0.06432849165910506,-0.0652446899414062,-1.4208730497044337,0.05106382978723404,2.0
94,TATAMOTORS.NS,2023,0.36874017333984366,0.3294343000840353,-0.03499517337812619,3.2737172208804495,0.7941176470588235,1.0
95,TCS.NS,2019,0.2131331787109374,0.2598031885449911,-0.20300095482319525,0.758221907240489,0.6689655172413793,1.0
96,TCS.NS,2020,0.6306666259765625,0.5475327881678569,-0.13555472468377083,1.64871706299876,0.3812154696132597,1.0
97,TCS.NS,2021,0.650929931640625,0.5801289555026694,-0.27985272571611786,1.5721878033337382,0.625,3.0
98,TCS.NS,2022,0.0,0.0,0.0,,0.0,0.0
99,TCS.NS,2023,0.2679133300781249,0.3401389019318192,-0.26597156523668586,0.7740862317184665,0.35555555555555557,3.0
